timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1663313399264,666,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-6",text,true,,1518,1953,10,10,https://staging.sproutabout.com/service/graphql,666,0,0
1663313399728,321,GraphQL-CreatePost - Activity,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1246,2177,10,10,https://staging.sproutabout.com/service/graphql,321,0,0
1663313399858,275,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-1",text,true,,1195,1742,10,10,https://staging.sproutabout.com/service/graphql,275,0,0
1663313399932,283,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-6",text,true,,1194,1742,10,10,https://staging.sproutabout.com/service/graphql,283,0,0
1663313399364,870,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-2",text,true,,1517,1953,10,10,https://staging.sproutabout.com/service/graphql,870,0,0
1663313399939,300,GraphQL-CreatePost Food Feed,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1396,2634,10,10,https://staging.sproutabout.com/service/graphql,300,0,0
1663313399630,671,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-4",text,true,,1518,1953,10,10,https://staging.sproutabout.com/service/graphql,671,0,0
1663313399645,712,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-9",text,true,,1517,1953,10,10,https://staging.sproutabout.com/service/graphql,712,0,0
1663313399746,612,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-8",text,true,,1518,1953,10,10,https://staging.sproutabout.com/service/graphql,611,0,0
1663313399568,802,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-10",text,true,,1519,1953,10,10,https://staging.sproutabout.com/service/graphql,802,0,0
1663313400134,283,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-1",text,true,,1345,1781,10,10,https://staging.sproutabout.com/service/graphql,283,0,0
1663313400111,336,GraphQL-CreatePost Potty Feed,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1422,2525,9,9,https://staging.sproutabout.com/service/graphql,336,0,0
1663313399715,745,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-3",text,true,,1517,1953,9,9,https://staging.sproutabout.com/service/graphql,745,0,0
1663313400217,280,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-6",text,true,,878,1781,9,9,https://staging.sproutabout.com/service/graphql,280,0,0
1663313400235,274,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-2",text,true,,1194,1742,8,8,https://staging.sproutabout.com/service/graphql,274,0,0
1663313400245,319,GraphQL-CreatePost Sleep Feed,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1357,2458,8,8,https://staging.sproutabout.com/service/graphql,318,0,0
1663313400302,280,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-4",text,true,,1196,1742,8,8,https://staging.sproutabout.com/service/graphql,280,0,0
1663313400358,278,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-9",text,true,,1195,1742,8,8,https://staging.sproutabout.com/service/graphql,278,0,0
1663313400370,275,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-10",text,true,,1196,1742,8,8,https://staging.sproutabout.com/service/graphql,275,0,0
1663313400358,295,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-8",text,true,,1195,1742,8,8,https://staging.sproutabout.com/service/graphql,295,0,0
1663313400460,291,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-3",text,true,,1195,1742,8,8,https://staging.sproutabout.com/service/graphql,290,0,0
1663313400456,327,GraphQL-CreatePost Food Feed,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1396,2634,8,8,https://staging.sproutabout.com/service/graphql,327,0,0
1663313400509,282,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-2",text,true,,878,1781,8,8,https://staging.sproutabout.com/service/graphql,282,0,0
1663313400582,281,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-4",text,true,,878,1781,7,7,https://staging.sproutabout.com/service/graphql,281,0,0
1663313400594,306,GraphQL-CreatePost  Video Update,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1334,2648,6,6,https://staging.sproutabout.com/service/graphql,306,0,0
1663313400646,273,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-10",text,true,,878,1781,6,6,https://staging.sproutabout.com/service/graphql,273,0,0
1663313400636,291,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-9",text,true,,878,1781,5,5,https://staging.sproutabout.com/service/graphql,291,0,0
1663313400653,277,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-8",text,true,,878,1781,4,4,https://staging.sproutabout.com/service/graphql,277,0,0
1663313400751,288,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-3",text,true,,878,1781,3,3,https://staging.sproutabout.com/service/graphql,287,0,0
1663313400794,299,GraphQL-CreatePost Sleep Feed,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1357,2458,2,2,https://staging.sproutabout.com/service/graphql,299,0,0
1663313400954,309,GraphQL-CreatePost  upload image,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1334,2776,2,2,https://staging.sproutabout.com/service/graphql,309,0,0
1663313401136,326,GraphQL-CreatePost  Video Update,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1334,2648,2,2,https://staging.sproutabout.com/service/graphql,326,0,0
1663313401487,361,GraphQL-CreatePost  upload image,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1334,2776,2,2,https://staging.sproutabout.com/service/graphql,361,0,0
1663313401264,702,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1517,1953,2,2,https://staging.sproutabout.com/service/graphql,702,0,0
1663313401966,293,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,1196,1742,2,2,https://staging.sproutabout.com/service/graphql,293,0,0
1663313402260,322,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-5",text,true,,878,1781,2,2,https://staging.sproutabout.com/service/graphql,322,0,0
1663313401849,778,GraphQL - Check Out Child,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1519,1953,1,1,https://staging.sproutabout.com/service/graphql,778,0,0
1663313402628,283,GraphQL - Check Out Staff,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,1195,1742,1,1,https://staging.sproutabout.com/service/graphql,283,0,0
1663313402912,284,GraphQL - Find All Staff Checked Into Classroom,200,OK,"Thread Group - getUserInfo, List Staff Class, Check Ins, Create Posts, teacherFeed, readNotes,Check Outs - 10% 1-7",text,true,,878,1781,1,1,https://staging.sproutabout.com/service/graphql,284,0,0
1663313403399,345,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-2,text,true,,1433,1485,3,3,https://staging.sproutabout.com/service/graphql,345,0,83
1663313403200,793,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-1,text,true,,1434,1485,3,3,https://staging.sproutabout.com/service/graphql,793,0,99
1663313403600,393,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-3,text,true,,1431,1485,3,3,https://staging.sproutabout.com/service/graphql,393,0,79
1663313404200,359,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-6,text,true,,1429,1485,4,4,https://staging.sproutabout.com/service/graphql,359,0,94
1663313403801,775,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-4,text,true,,1431,1485,3,3,https://staging.sproutabout.com/service/graphql,775,0,262
1663313403999,602,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-5,text,true,,1430,1485,3,3,https://staging.sproutabout.com/service/graphql,602,0,98
1663313404400,351,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-7,text,true,,1431,1485,2,2,https://staging.sproutabout.com/service/graphql,351,0,79
1663313404599,512,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-8,text,true,,1433,1485,3,3,https://staging.sproutabout.com/service/graphql,512,0,97
1663313404799,812,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-9,text,true,,1431,1485,5,5,https://staging.sproutabout.com/service/graphql,812,0,312
1663313405000,686,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-10,text,true,,1432,1485,4,4,https://staging.sproutabout.com/service/graphql,686,0,182
1663313405400,368,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-12,text,true,,1432,1485,3,3,https://staging.sproutabout.com/service/graphql,368,0,95
1663313405200,586,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-11,text,true,,1432,1485,2,2,https://staging.sproutabout.com/service/graphql,586,0,81
1663313405600,364,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-13,text,true,,1431,1485,2,2,https://staging.sproutabout.com/service/graphql,364,0,96
1663313405799,354,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-14,text,true,,1430,1485,2,2,https://staging.sproutabout.com/service/graphql,354,0,80
1663313405999,592,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-15,text,true,,1431,1485,3,3,https://staging.sproutabout.com/service/graphql,592,0,101
1663313406400,372,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-17,text,true,,1431,1485,3,3,https://staging.sproutabout.com/service/graphql,372,0,99
1663313406200,575,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-16,text,true,,1431,1485,2,2,https://staging.sproutabout.com/service/graphql,575,0,90
1663313406599,591,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-18,text,true,,1429,1485,3,3,https://staging.sproutabout.com/service/graphql,591,0,93
1663313406800,577,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-19,text,true,,1428,1485,3,3,https://staging.sproutabout.com/service/graphql,577,0,87
1663313406999,587,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-20,text,true,,1428,1485,3,3,https://staging.sproutabout.com/service/graphql,587,0,88
1663313407399,650,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-22,text,true,,1430,1485,5,5,https://staging.sproutabout.com/service/graphql,650,0,98
1663313407599,450,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-23,text,true,,1431,1485,5,5,https://staging.sproutabout.com/service/graphql,450,0,81
1663313407199,876,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-21,text,true,,1429,1485,3,3,https://staging.sproutabout.com/service/graphql,875,0,117
1663313408000,375,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-25,text,true,,1430,1485,3,3,https://staging.sproutabout.com/service/graphql,375,0,110
1663313407800,585,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-24,text,true,,1429,1485,2,2,https://staging.sproutabout.com/service/graphql,584,0,315
1663313408199,352,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-26,text,true,,1429,1485,2,2,https://staging.sproutabout.com/service/graphql,352,0,82
1663313408400,377,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-27,text,true,,1430,1485,2,2,https://staging.sproutabout.com/service/graphql,377,0,102
1663313408799,351,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-29,text,true,,1428,1485,3,3,https://staging.sproutabout.com/service/graphql,351,0,81
1663313408599,574,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-28,text,true,,1427,1485,2,2,https://staging.sproutabout.com/service/graphql,574,0,83
1663313409000,511,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-30,text,true,,1427,1485,3,3,https://staging.sproutabout.com/service/graphql,511,0,98
1663313409399,457,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-32,text,true,,1427,1485,4,4,https://staging.sproutabout.com/service/graphql,457,0,178
1663313409600,375,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-33,text,true,,1431,1485,3,3,https://staging.sproutabout.com/service/graphql,375,0,93
1663313409199,815,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-31,text,true,,1429,1485,3,3,https://staging.sproutabout.com/service/graphql,815,0,315
1663313409800,354,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-34,text,true,,1429,1485,2,2,https://staging.sproutabout.com/service/graphql,354,0,85
1663313410000,362,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-35,text,true,,1430,1485,2,2,https://staging.sproutabout.com/service/graphql,362,0,94
1663313410200,368,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-36,text,true,,1430,1485,2,2,https://staging.sproutabout.com/service/graphql,368,0,96
1663313410400,377,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-37,text,true,,1429,1485,2,2,https://staging.sproutabout.com/service/graphql,377,0,106
1663313410600,358,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-38,text,true,,1433,1485,2,2,https://staging.sproutabout.com/service/graphql,357,0,83
1663313411000,348,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-40,text,true,,1433,1485,2,2,https://staging.sproutabout.com/service/graphql,347,0,80
1663313410799,619,GraphQL - Create SAS Params - HTTP Request,200,OK,Thread Group - createSASParams - 40% 2-39,text,true,,1431,1485,1,1,https://staging.sproutabout.com/service/graphql,619,0,119
1663313411422,356,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-1,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,356,0,79
1663313411622,393,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-2,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,393,0,97
1663313411820,360,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-3,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,360,0,87
1663313412021,477,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-4,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,477,0,83
1663313412221,389,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-5,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,389,0,99
1663313412620,424,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-7,text,true,,1922,1638,4,4,https://staging.sproutabout.com/service/graphql,424,0,87
1663313412421,710,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-6,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,709,0,94
1663313412820,466,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-8,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,466,0,104
1663313413020,427,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-9,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,426,0,84
1663313413221,449,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-10,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,449,0,94
1663313413422,457,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-11,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,457,0,97
1663313413622,374,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-12,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,374,0,93
1663313413820,371,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-13,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,371,0,87
1663313414020,429,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-14,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,429,0,79
1663313414420,420,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-16,text,true,,1922,1638,4,4,https://staging.sproutabout.com/service/graphql,420,0,81
1663313414219,672,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-15,text,true,,1922,1638,3,3,https://staging.sproutabout.com/service/graphql,672,0,95
1663313414621,389,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-17,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,389,0,107
1663313414820,379,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-18,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,379,0,95
1663313415020,458,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-19,text,true,,1922,1638,2,2,https://staging.sproutabout.com/service/graphql,457,0,89
1663313415220,770,GraphQL - Find School Profile - HTTP Request,200,OK,Thread Group - findSchoolProfile - 20% 3-20,text,true,,1922,1638,1,1,https://staging.sproutabout.com/service/graphql,770,0,100
1663313415993,1383,GraphQL - List School Staff,200,OK,Thread Group - listSchoolStaff - 5% 4-1,text,true,,156824,1784,5,5,https://staging.sproutabout.com/service/graphql,720,0,84
1663313416201,1419,GraphQL - List School Staff,200,OK,Thread Group - listSchoolStaff - 5% 4-2,text,true,,156825,1784,4,4,https://staging.sproutabout.com/service/graphql,742,0,86
1663313416405,1576,GraphQL - List School Staff,200,OK,Thread Group - listSchoolStaff - 5% 4-3,text,true,,146220,1784,3,3,https://staging.sproutabout.com/service/graphql,900,0,144
1663313416793,1295,GraphQL - List School Staff,200,OK,Thread Group - listSchoolStaff - 5% 4-5,text,true,,146220,1784,2,2,https://staging.sproutabout.com/service/graphql,611,0,118
1663313416594,1590,GraphQL - List School Staff,200,OK,Thread Group - listSchoolStaff - 5% 4-4,text,true,,146217,1784,1,1,https://staging.sproutabout.com/service/graphql,904,0,81
1663313418188,654,GraphQL - Find All Children By School - HTTP Request,200,OK,Thread Group - findAllChildrenBySchool - 3% 5-1,text,true,,86550,2651,2,2,https://staging.sproutabout.com/service/graphql,417,0,94
1663313418521,838,GraphQL - Find All Children By School - HTTP Request,200,OK,Thread Group - findAllChildrenBySchool - 3% 5-2,text,true,,86551,2651,2,2,https://staging.sproutabout.com/service/graphql,387,0,82
1663313418855,891,GraphQL - Find All Children By School - HTTP Request,200,OK,Thread Group - findAllChildrenBySchool - 3% 5-3,text,true,,86551,2651,1,1,https://staging.sproutabout.com/service/graphql,434,0,84
1663313419750,435,GraphQL - Find All Classes By School - HTTP Request,200,OK,Thread Group - findAllClassesBySchool - 3% 6-1,text,true,,3513,1461,2,2,https://staging.sproutabout.com/service/graphql,434,0,97
1663313420083,703,GraphQL - Find All Classes By School - HTTP Request,200,OK,Thread Group - findAllClassesBySchool - 3% 6-2,text,true,,3513,1461,2,2,https://staging.sproutabout.com/service/graphql,702,0,98
1663313420416,856,GraphQL - Find All Classes By School - HTTP Request,200,OK,Thread Group - findAllClassesBySchool - 3% 6-3,text,true,,3513,1461,1,1,https://staging.sproutabout.com/service/graphql,856,0,229
1663313421276,381,GraphQL - Find One School Record - HTTP Request,200,OK,Thread Group - findOneSchoolRecord - 1% 7-1,text,true,,2462,1901,1,1,https://staging.sproutabout.com/service/graphql,381,0,95
1663313421661,448,GraphQL - Find One Child- HTTP Request,200,OK,Thread Group - findOneChild - 1% 8-1,text,true,,1551,1627,1,1,https://staging.sproutabout.com/service/graphql,448,0,83
1663313422113,379,GraphQL - Admin Is School WMG Enabled - HTTP Request,200,OK,Thread Group - isSchoolWMGEnabled - 1% 9-1,text,true,,940,1365,1,1,https://staging.sproutabout.com/service/graphql,378,0,91
1663313422495,484,GraphQL - Find All Divisions - HTTP Request,200,OK,Thread Group - findAllDivisions - 3% 10-1,text,true,,13623,1563,2,2,https://staging.sproutabout.com/service/graphql,482,0,200
1663313422830,390,GraphQL - Find All Divisions - HTTP Request,200,OK,Thread Group - findAllDivisions - 3% 10-2,text,true,,13623,1563,2,2,https://staging.sproutabout.com/service/graphql,389,0,109
1663313423161,401,GraphQL - Find All Divisions - HTTP Request,200,OK,Thread Group - findAllDivisions - 3% 10-3,text,true,,13623,1563,1,1,https://staging.sproutabout.com/service/graphql,400,0,101
1663313423569,522,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-1,text,true,,17852,2133,3,3,https://staging.sproutabout.com/service/graphql,522,0,83
1663313423766,722,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-2,text,true,,17852,2133,4,4,https://staging.sproutabout.com/service/graphql,499,0,91
1663313423967,698,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-3,text,true,,17852,2133,4,4,https://staging.sproutabout.com/service/graphql,479,0,104
1663313424165,730,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-4,text,true,,17852,2133,4,4,https://staging.sproutabout.com/service/graphql,510,0,93
1663313424366,709,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-5,text,true,,27340,2133,4,4,https://staging.sproutabout.com/service/graphql,487,0,105
1663313424565,757,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-6,text,true,,17852,2133,4,4,https://staging.sproutabout.com/service/graphql,530,0,100
1663313424765,784,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-7,text,true,,19631,2133,4,4,https://staging.sproutabout.com/service/graphql,561,0,100
1663313424965,642,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-8,text,true,,19631,2133,3,3,https://staging.sproutabout.com/service/graphql,417,0,81
1663313425164,651,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-9,text,true,,17852,2133,2,2,https://staging.sproutabout.com/service/graphql,421,0,81
1663313425365,783,GraphQL - findTeacherClassroomModeBulletins - HTTP Request,200,OK,Thread Group - findTeacherClassroomModeBulletins - 10% 11-10,text,true,,17852,2133,1,1,https://staging.sproutabout.com/service/graphql,558,0,125
1663313426153,1413,GraphQL - findAllUserInternalConversations - HTTP Request,200,OK,Thread Group - APIs from Bulletin Script - 3% 12-1,text,true,,220630,2211,3,3,https://staging.sproutabout.com/service/graphql,516,0,100
1663313427567,334,GraphQL - findAdminBulletinPosts - HTTP Request,200,OK,Thread Group - APIs from Bulletin Script - 3% 12-1,text,true,,5285,1909,3,3,https://staging.sproutabout.com/service/graphql,333,0,0
1663313426487,1419,GraphQL - findAllUserInternalConversations - HTTP Request,200,OK,Thread Group - APIs from Bulletin Script - 3% 12-2,text,true,,220627,2211,3,3,https://staging.sproutabout.com/service/graphql,531,0,126
1663313426819,1206,GraphQL - findAllUserInternalConversations - HTTP Request,200,OK,Thread Group - APIs from Bulletin Script - 3% 12-3,text,true,,210468,2211,3,3,https://staging.sproutabout.com/service/graphql,500,0,107
